t,pe,ke,te,q1,q2
8.420000,-0.809531,0.809531,0.000000,-0.777399,-33.515144
8.430000,-0.743126,0.743126,0.000000,-0.838801,-33.504805
8.440000,-0.677518,0.677518,0.000000,-0.896812,-33.496693
8.450000,-0.613655,0.613655,0.000000,-0.951245,-33.491097
8.460000,-0.552395,0.552395,0.000000,-1.001934,-33.488286
8.470000,-0.494500,0.494500,0.000000,-1.048738,-33.488503
8.480000,-0.440632,0.440632,0.000000,-1.091534,-33.491971
8.490000,-0.391360,0.391360,0.000000,-1.130218,-33.498885
8.500000,-0.347159,0.347159,0.000000,-1.164703,-33.509423
8.510000,-0.308419,0.308419,0.000000,-1.194919,-33.523737
8.520000,-0.275457,0.275457,0.000000,-1.220804,-33.541958
8.530000,-0.248522,0.248522,0.000000,-1.242310,-33.564200
8.540000,-0.227805,0.227805,0.000000,-1.259400,-33.590555
8.550000,-0.213448,0.213448,0.000000,-1.272041,-33.621098
8.560000,-0.205552,0.205552,0.000000,-1.280209,-33.655888
8.570000,-0.204178,0.204178,0.000000,-1.283887,-33.694969
8.580000,-0.209355,0.209355,0.000000,-1.283059,-33.738367
8.590000,-0.221080,0.221080,0.000000,-1.277718,-33.786099
8.600000,-0.239316,0.239316,0.000000,-1.267859,-33.838168
8.610000,-0.263990,0.263990,0.000000,-1.253482,-33.894566
8.620000,-0.294991,0.294991,0.000000,-1.234592,-33.955277
8.630000,-0.332159,0.332159,0.000000,-1.211203,-34.020275
8.640000,-0.375277,0.375277,0.000000,-1.183334,-34.089527
8.650000,-0.424064,0.424064,0.000000,-1.151015,-34.162996
8.660000,-0.478160,0.478160,0.000000,-1.114290,-34.240640
8.670000,-0.537120,0.537120,0.000000,-1.073216,-34.322414
8.680000,-0.600396,0.600396,0.000000,-1.027868,-34.408274
8.690000,-0.667337,0.667337,0.000000,-0.978344,-34.498173
8.700000,-0.737179,0.737179,0.000000,-0.924762,-34.592070
8.710000,-0.809046,0.809046,0.000000,-0.867267,-34.689923
8.720000,-0.881954,0.881954,0.000000,-0.806031,-34.791695
8.730000,-0.954827,0.954827,0.000000,-0.741254,-34.897351
8.740000,-1.026512,1.026512,0.000000,-0.673161,-35.006858
8.750000,-1.095811,1.095811,0.000000,-0.602003,-35.120185
8.760000,-1.161508,1.161508,0.000000,-0.528051,-35.237297
8.770000,-1.222405,1.222405,0.000000,-0.451595,-35.358151
8.780000,-1.277365,1.277365,0.000000,-0.372935,-35.482697
8.790000,-1.325340,1.325340,0.000000,-0.292382,-35.610863
8.800000,-1.365412,1.365412,0.000000,-0.210249,-35.742557
8.810000,-1.396813,1.396813,0.000000,-0.126852,-35.877653
8.820000,-1.418951,1.418951,0.000000,-0.042506,-36.015984
8.830000,-1.431425,1.431425,0.000000,0.042473,-36.157333
8.840000,-1.434036,1.434036,0.000000,0.127766,-36.301423
8.850000,-1.426795,1.426795,0.000000,0.213045,-36.447907
8.860000,-1.409923,1.409923,0.000000,0.297969,-36.596360
8.870000,-1.383858,1.383858,0.000000,0.382179,-36.746274
8.880000,-1.349250,1.349250,0.000000,0.465296,-36.897060
8.890000,-1.306949,1.306949,0.000000,0.546917,-37.048050
8.900000,-1.257991,1.257991,0.000000,0.626620,-37.198518
8.910000,-1.203569,1.203569,0.000000,0.703971,-37.347699
8.920000,-1.144987,1.144987,0.000000,0.778533,-37.494819
8.930000,-1.083620,1.083620,0.000000,0.849884,-37.639132
8.940000,-1.020848,1.020848,0.000000,0.917622,-37.779948
8.950000,-0.958013,0.958013,0.000000,0.981386,-37.916658
8.960000,-0.896366,0.896366,0.000000,1.040855,-38.048752
8.970000,-0.837033,0.837033,0.000000,1.095756,-38.175824
8.980000,-0.780997,0.780997,0.000000,1.145864,-38.297570
8.990000,-0.729090,0.729090,0.000000,1.190996,-38.413775
9.000000,-0.681993,0.681993,0.000000,1.231007,-38.524299
9.010000,-0.640251,0.640251,0.000000,1.265787,-38.629063
9.020000,-0.604288,0.604288,0.000000,1.295249,-38.728032
9.030000,-0.574425,0.574425,0.000000,1.319329,-38.821199
9.040000,-0.550896,0.550896,0.000000,1.337980,-38.908575
9.050000,-0.533870,0.533870,0.000000,1.351169,-38.990180
9.060000,-0.523456,0.523456,0.000000,1.358875,-39.066036
9.070000,-0.519723,0.519723,0.000000,1.361084,-39.136158
9.080000,-0.522699,0.522699,0.000000,1.357794,-39.200559
9.090000,-0.532377,0.532377,0.000000,1.349010,-39.259241
9.100000,-0.548713,0.548713,0.000000,1.334747,-39.312198
9.110000,-0.571623,0.571623,0.000000,1.315029,-39.359419
9.120000,-0.600971,0.600971,0.000000,1.289891,-39.400882
9.130000,-0.636558,0.636558,0.000000,1.259379,-39.436566
9.140000,-0.678109,0.678109,0.000000,1.223555,-39.466444
9.150000,-0.725256,0.725256,0.000000,1.182496,-39.490493
9.160000,-0.777518,0.777518,0.000000,1.136295,-39.508692
9.170000,-0.834286,0.834286,0.000000,1.085068,-39.521029
9.180000,-0.894811,0.894811,0.000000,1.028952,-39.527503
9.190000,-0.958188,0.958188,0.000000,0.968110,-39.528125
9.200000,-1.023356,1.023356,0.000000,0.902732,-39.522929
9.210000,-1.089100,1.089100,0.000000,0.833037,-39.511968
9.220000,-1.154066,1.154066,0.000000,0.759276,-39.495321
9.230000,-1.216786,1.216786,0.000000,0.681730,-39.473098
9.240000,-1.275712,1.275712,0.000000,0.600714,-39.445442
9.250000,-1.329271,1.329271,0.000000,0.516572,-39.412533
9.260000,-1.375914,1.375914,0.000000,0.429679,-39.374590
9.270000,-1.414186,1.414186,0.000000,0.340436,-39.331874
9.280000,-1.442787,1.442787,0.000000,0.249267,-39.284689
9.290000,-1.460640,1.460640,0.000000,0.156615,-39.233383
9.300000,-1.466940,1.466940,0.000000,0.062938,-39.178347
9.310000,-1.461202,1.461202,0.000000,-0.031299,-39.120015
9.320000,-1.443282,1.443282,0.000000,-0.125628,-39.058857
9.330000,-1.413390,1.413390,0.000000,-0.219584,-38.995378
9.340000,-1.372072,1.372072,0.000000,-0.312709,-38.930113
9.350000,-1.320188,1.320188,0.000000,-0.404560,-38.863613
9.360000,-1.258861,1.258861,0.000000,-0.494712,-38.796447
9.370000,-1.189427,1.189427,0.000000,-0.582759,-38.729183
9.380000,-1.113367,1.113367,0.000000,-0.668324,-38.662386
9.390000,-1.032249,1.032249,0.000000,-0.751056,-38.596603
9.400000,-0.947662,0.947662,0.000000,-0.830633,-38.532361
9.410000,-0.861162,0.861162,0.000000,-0.906765,-38.470153
9.420000,-0.774226,0.774226,0.000000,-0.979194,-38.410434
9.430000,-0.688214,0.688214,0.000000,-1.047693,-38.353618
9.440000,-0.604346,0.604346,0.000000,-1.112067,-38.300072
9.450000,-0.523687,0.523687,0.000000,-1.172148,-38.250116
9.460000,-0.447141,0.447141,0.000000,-1.227797,-38.204027
9.470000,-0.375455,0.375455,0.000000,-1.278900,-38.162036
9.480000,-0.309232,0.309232,0.000000,-1.325366,-38.124332
9.490000,-0.248943,0.248943,0.000000,-1.367122,-38.091070
9.500000,-0.194943,0.194943,0.000000,-1.404113,-38.062372
9.510000,-0.147492,0.147492,0.000000,-1.436298,-38.038331
9.520000,-0.106773,0.106773,0.000000,-1.463647,-38.019019
9.530000,-0.072909,0.072909,0.000000,-1.486139,-38.004490
9.540000,-0.045977,0.045977,0.000000,-1.503759,-37.994780
9.550000,-0.026024,0.026024,0.000000,-1.516498,-37.989917
9.560000,-0.013075,0.013075,0.000000,-1.524350,-37.989917
9.570000,-0.007142,0.007142,0.000000,-1.527313,-37.994791
9.580000,-0.008231,0.008231,0.000000,-1.525386,-38.004541
9.590000,-0.016337,0.016337,0.000000,-1.518569,-38.019166
9.600000,-0.031451,0.031451,0.000000,-1.506865,-38.038654
9.610000,-0.053551,0.053551,0.000000,-1.490280,-38.062987
9.620000,-0.082595,0.082595,0.000000,-1.468822,-38.092135
9.630000,-0.118515,0.118515,0.000000,-1.442506,-38.126057
9.640000,-0.161197,0.161197,0.000000,-1.411352,-38.164691
9.650000,-0.210475,0.210475,0.000000,-1.375389,-38.207957
9.660000,-0.266109,0.266109,0.000000,-1.334657,-38.255748
9.670000,-0.327766,0.327766,0.000000,-1.289208,-38.307929
9.680000,-0.395006,0.395006,0.000000,-1.239112,-38.364330
9.690000,-0.467262,0.467262,0.000000,-1.184455,-38.424743
9.700000,-0.543826,0.543826,0.000000,-1.125343,-38.488922
9.710000,-0.623838,0.623838,0.000000,-1.061905,-38.556578
9.720000,-0.706278,0.706278,0.000000,-0.994296,-38.627380
9.730000,-0.789973,0.789973,0.000000,-0.922694,-38.700956
9.740000,-0.873602,0.873602,0.000000,-0.847307,-38.776895
9.750000,-0.955721,0.955721,0.000000,-0.768368,-38.854752
9.760000,-1.034790,1.034790,0.000000,-0.686142,-38.934053
9.770000,-1.109218,1.109218,0.000000,-0.600920,-39.014303
9.780000,-1.177409,1.177409,0.000000,-0.513023,-39.094992
9.790000,-1.237825,1.237825,0.000000,-0.422799,-39.175602
9.800000,-1.289045,1.289045,0.000000,-0.330621,-39.255620
9.810000,-1.329832,1.329832,0.000000,-0.236888,-39.334538
9.820000,-1.359192,1.359192,0.000000,-0.142019,-39.411867
9.830000,-1.376425,1.376425,0.000000,-0.046453,-39.487139
9.840000,-1.381166,1.381166,0.000000,0.049361,-39.559914
9.850000,-1.373408,1.373408,0.000000,0.144964,-39.629783
9.860000,-1.353504,1.353504,0.000000,0.239895,-39.696372
9.870000,-1.322150,1.322150,0.000000,0.333700,-39.759342
9.880000,-1.280352,1.280352,0.000000,0.425931,-39.818390
9.890000,-1.229373,1.229373,0.000000,0.516161,-39.873252
9.900000,-1.170671,1.170671,0.000000,0.603982,-39.923696
9.910000,-1.105830,1.105830,0.000000,0.689014,-39.969524
9.920000,-1.036494,1.036494,0.000000,0.770908,-40.010570
9.930000,-0.964299,0.964299,0.000000,0.849345,-40.046698
9.940000,-0.890820,0.890820,0.000000,0.924043,-40.077794
9.950000,-0.817524,0.817524,0.000000,0.994750,-40.103771
9.960000,-0.745740,0.745740,0.000000,1.061250,-40.124564
9.970000,-0.676637,0.676637,0.000000,1.123356,-40.140123
9.980000,-0.611219,0.611219,0.000000,1.180913,-40.150415
9.990000,-0.550321,0.550321,0.000000,1.233788,-40.155424
10.000000,-0.494620,0.494620,0.000000,1.281875,-40.155140
